Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,05/01/2020 03:30,1.30000,ppb,P
CT4,NO,05/01/2020 03:45,0.60000,ppb,P
CT4,NO,05/01/2020 04:00,3.70000,ppb,P
CT4,NO,05/01/2020 04:15,0.90000,ppb,P
CT4,NO,05/01/2020 04:30,0.60000,ppb,P
CT4,NO,05/01/2020 04:45,0.70000,ppb,P
CT4,NO,05/01/2020 05:00,0.50000,ppb,P
CT4,NO,05/01/2020 05:15,0.40000,ppb,P
CT4,NO,05/01/2020 05:30,1.20000,ppb,P
CT4,NO,05/01/2020 05:45,0.80000,ppb,P
CT4,NO,05/01/2020 06:00,1.30000,ppb,P
CT4,NO,05/01/2020 06:15,1.50000,ppb,P
CT4,NO,05/01/2020 06:30,2.20000,ppb,P
CT4,NO,05/01/2020 06:45,2.10000,ppb,P
CT4,NO,05/01/2020 07:00,1.80000,ppb,P
CT4,NO,05/01/2020 07:15,2.40000,ppb,P
CT4,NO,05/01/2020 07:30,2.30000,ppb,P
CT4,NO,05/01/2020 07:45,2.80000,ppb,P
CT4,NO,05/01/2020 08:00,4.50000,ppb,P
CT4,NO,05/01/2020 08:15,3.40000,ppb,P
CT4,NO,05/01/2020 08:30,2.10000,ppb,P
CT4,NO,05/01/2020 08:45,5.50000,ppb,P
CT4,NO,05/01/2020 09:00,5.10000,ppb,P
CT4,NO,05/01/2020 09:15,4.00000,ppb,P
CT4,NO,05/01/2020 09:30,5.90000,ppb,P
CT4,NO,05/01/2020 09:45,5.30000,ppb,P
CT4,NO,05/01/2020 10:00,15.20000,ppb,P
CT4,NO,05/01/2020 10:15,9.60000,ppb,P
CT4,NO,05/01/2020 10:30,18.00000,ppb,P
CT4,NO,05/01/2020 10:45,4.50000,ppb,P
CT4,NO,05/01/2020 11:00,4.20000,ppb,P
CT4,NO,05/01/2020 11:15,10.50000,ppb,P
CT4,NO,05/01/2020 11:30,7.00000,ppb,P
CT4,NO,05/01/2020 11:45,16.30000,ppb,P
CT4,NO,05/01/2020 12:00,10.70000,ppb,P
CT4,NO,05/01/2020 12:15,13.20000,ppb,P
CT4,NO,05/01/2020 12:30,11.00000,ppb,P
CT4,NO,05/01/2020 12:45,11.70000,ppb,P
CT4,NO,05/01/2020 13:00,4.40000,ppb,P
CT4,NO,05/01/2020 13:15,6.00000,ppb,P
CT4,NO,05/01/2020 13:30,5.50000,ppb,P
CT4,NO,05/01/2020 13:45,12.70000,ppb,P
CT4,NO,05/01/2020 14:00,10.80000,ppb,P
CT4,NO,05/01/2020 14:15,14.90000,ppb,P
CT4,NO,05/01/2020 14:30,11.90000,ppb,P
CT4,NO,05/01/2020 14:45,8.90000,ppb,P
CT4,NO,05/01/2020 15:00,12.70000,ppb,P
CT4,NO,05/01/2020 15:15,10.40000,ppb,P
CT4,NO,05/01/2020 15:30,21.70000,ppb,P
CT4,NO,05/01/2020 15:45,11.90000,ppb,P
CT4,NO,05/01/2020 16:00,16.90000,ppb,P
CT4,NO,05/01/2020 16:15,10.30000,ppb,P
CT4,NO,05/01/2020 16:30,18.00000,ppb,P
CT4,NO,05/01/2020 16:45,8.50000,ppb,P
CT4,NO,05/01/2020 17:00,9.20000,ppb,P
CT4,NO,05/01/2020 17:15,11.20000,ppb,P
CT4,NO,05/01/2020 17:30,9.00000,ppb,P
CT4,NO,05/01/2020 17:45,10.90000,ppb,P
CT4,NO,05/01/2020 18:00,10.60000,ppb,P
CT4,NO,05/01/2020 18:15,26.10000,ppb,P
CT4,NO,05/01/2020 18:30,10.00000,ppb,P
CT4,NO,05/01/2020 18:45,4.70000,ppb,P
CT4,NO,05/01/2020 19:00,5.80000,ppb,P
CT4,NO,05/01/2020 19:15,7.40000,ppb,P
CT4,NO,05/01/2020 19:30,5.30000,ppb,P
CT4,NO,05/01/2020 19:45,4.40000,ppb,P
CT4,NO,05/01/2020 20:00,2.90000,ppb,P
CT4,NO,05/01/2020 20:15,3.70000,ppb,P
CT4,NO,05/01/2020 20:30,5.90000,ppb,P
CT4,NO,05/01/2020 20:45,11.50000,ppb,P
CT4,NO,05/01/2020 21:00,4.80000,ppb,P
CT4,NO,05/01/2020 21:15,11.40000,ppb,P
CT4,NO,05/01/2020 21:30,7.80000,ppb,P
CT4,NO,05/01/2020 21:45,4.80000,ppb,P
CT4,NO,05/01/2020 22:00,10.70000,ppb,P
CT4,NO,05/01/2020 22:15,3.90000,ppb,P
CT4,NO,05/01/2020 22:30,6.70000,ppb,P
CT4,NO,05/01/2020 22:45,2.40000,ppb,P
