Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT6,CO,05/01/2010 20:00,1.80000,ppm,R
CT6,CO,05/01/2010 20:15,1.60000,ppm,R
CT6,CO,05/01/2010 20:30,1.70000,ppm,R
CT6,CO,05/01/2010 20:45,1.70000,ppm,R
CT6,CO,05/01/2010 21:00,1.60000,ppm,R
CT6,CO,05/01/2010 21:15,1.50000,ppm,R
CT6,CO,05/01/2010 21:30,1.50000,ppm,R
CT6,CO,05/01/2010 21:45,1.40000,ppm,R
CT6,CO,05/01/2010 22:00,1.90000,ppm,R
CT6,CO,05/01/2010 22:15,1.50000,ppm,R
CT6,CO,05/01/2010 22:30,1.40000,ppm,R
CT6,CO,05/01/2010 22:45,1.20000,ppm,R
